Name,ST,url,MLST_Profile,Genotype,SNPs_called
SRR4063814,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.1.1,82
SRR4100120,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2.2,82
SRR4190230,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR4256114,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,0.0.1,82
SRR4295047,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR4295048,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR4295100,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR4415996,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR4896376,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.2,82
SRR5043438,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5043445,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5043450,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5051395,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.5,82
SRR5052789,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5053570,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5053586,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.1,82
SRR5055205,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.1,82
SRR5055209,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5055244,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5055292,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5055518,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5055534,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.5,81
SRR5055543,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.1,82
SRR5055603,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5055937,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5055946,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5081546,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5084270,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.1,82
SRR5110816,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5121450,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.1,82
SRR5125926,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.3,82
SRR5129975,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5159789,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2,82
SRR5184077,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5188668,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.2,82
SRR5188689,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5188919,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.1,82
SRR5193310,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5193520,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5193825,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5193903,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5194121,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5194302,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5215477,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5216612,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.2.Bd2,82
SRR5217726,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5217731,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5217732,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5217733,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2.EA3,82
SRR5217734,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5217736,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5217737,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5217738,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.1,82
SRR5217739,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.1,82
SRR5217740,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.1,82
SRR5217741,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5221543,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5231279,2209,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.484.1.5,2.3.3,82
SRR5238026,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5238253,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2.2,81
SRR5240755,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.2,82
SRR5240756,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.2,82
SRR5240757,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.2,82
SRR5240758,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.1,82
SRR5240760,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5240762,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5240764,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1.EA1,82
SRR5240765,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5240768,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5240775,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5249597,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1.EA1,82
SRR5249655,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5249668,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5263943,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5263944,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.1,82
SRR5263951,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5263952,2209,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.484.1.5,2.3.3,82
SRR5296132,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5360744,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.3,82
SRR5360760,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.3,82
SRR5361063,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2.EA2,82
SRR5361122,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5361126,2173,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.476.5,2.2.1,82
SRR5361189,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.0.2,82
SRR5361485,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5380932,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5382689,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.1.1,82
SRR5419250,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2.EA3,82
SRR5460933,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5500421,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500422,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500423,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500424,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5500425,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,3,82
SRR5500426,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500427,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5500429,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.2,82
SRR5500430,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500431,3891,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.910.1.1.5,4.3.1.1,82
SRR5500432,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5500433,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500434,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5500435,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1.EA1,82
SRR5500436,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500437,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500438,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500439,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500440,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500442,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,3,82
SRR5500443,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,3,82
SRR5500444,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500445,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.1.1,82
SRR5500446,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500447,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500448,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500449,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500450,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500451,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500452,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.2,82
SRR5500453,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500454,3677,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.665.5,0.1,82
SRR5500455,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1.EA1,82
SRR5500456,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5500457,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.1,82
SRR5500458,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500459,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500460,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.1,82
SRR5500461,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500462,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.2,82
SRR5500463,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500464,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.2,82
SRR5500465,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1.EA1,82
SRR5500466,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500467,2209,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.484.1.5,2.3.3,82
SRR5500468,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.2.Bd2,82
SRR5500470,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.2,82
SRR5500471,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500472,2209,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.484.1.5,2.3.3,82
SRR5500473,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500474,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500475,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500476,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500477,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500478,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500479,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500480,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500481,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2.2,82
SRR5500482,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500483,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500484,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500485,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500486,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.3.1,82
SRR5500487,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500488,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,3,82
SRR5500489,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500490,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500491,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5500492,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500493,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500494,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500495,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500496,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500497,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500498,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500499,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500500,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.2,82
SRR5500501,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5500502,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500503,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500504,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500505,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5500506,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,3,82
SRR5500507,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.2.1,82
SRR5500508,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3.2.Bd2,82
SRR5500509,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500510,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.5,82
SRR5500511,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500512,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500513,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5500514,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500515,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500516,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500517,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1.EA1,82
SRR5500518,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500519,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500520,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5500521,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500522,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500523,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500524,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500525,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5500526,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5500527,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5500536,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1.EA1,82
SRR5576579,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5583116,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5583153,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5583205,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5583249,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5583873,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5583998,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5584561,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5584580,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,0.0.3,82
SRR5584924,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5584950,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5584958,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5584965,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5584991,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5585105,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5585112,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5585116,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5585175,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5585261,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5585319,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5588755,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,3.3,82
SRR5631657,2173,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.476.5,2.2.1,82
SRR5631925,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2.2,82
SRR5631926,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2.2,82
SRR5631929,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5631945,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5632109,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5632114,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5632214,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5632239,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5632262,2,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.2.1.1.1.5,2,82
SRR5632269,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.1,82
SRR5632272,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
SRR5632322,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1,82
SRR5632336,1,http://mlst.warwick.ac.uk/mlst/dbs/Senterica,1.1.1.1.1.1.5,4.3.1.2,82
