experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
SRX4576203,SRR7719264,SAMN09845269,SAMN09845269,SRS3690814,ILLUMINA,Illumina HiSeq 2500,60295 BAL Hi1 WGS,PAIRED,,WGS,GENOMIC,RANDOM,2429395.0,485879000.0,SUB4408648,177952013;180559785,,,Menzies School of Health Research,2008-01-01,Australia: Northern Territory,Illumina HiSeq 2500 sequencing; WGS of nontypeable Haemophilus influenzae: Nasopharynx (NP) isolate,False,2019-04-17,False,,bronchoalveolar lavage,,,,,,,,727,Haemophilus influenzae,60295 BAL Hi1,SUB4408648,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|spidermine63@gmail.com on 2019-04-16; Haemophilus influenzae,,,,,,,,,2008,
ERX2260785,ERR2206427,SAMEA104408359,SAMEA104408359,ERS2026301,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1038135.0,486415848.0,University of Southampton,175672002;205353096,,,,2010-02-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,4367,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,4367,,,,,,50.93292,-1.434724,,2010-02,
ERX2260762,ERR2206404,SAMEA104408336,SAMEA104408336,ERS2026278,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1084698.0,487166949.0,University of Southampton,176170264;206837746,,,,2010-01-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,4255,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,4255,,,,,,50.93292,-1.434724,,2010-01,
SRX4576176,SRR7719291,SAMN09845283,SAMN09845283,SRS3690802,ILLUMINA,Illumina HiSeq 2500,65290 BAL Hi4 WGS,PAIRED,,WGS,GENOMIC,RANDOM,2438007.0,487601400.0,SUB4408648,181668427;178366240,,,Menzies School of Health Research,2013-01-01,Australia: Queensland,Illumina HiSeq 2500 sequencing; WGS of nontypeable Haemophilus influenzae: Nasopharynx (NP) isolate,False,2019-04-17,False,,bronchoalveolar lavage,,,,,,,,727,Haemophilus influenzae,65290 BAL Hi4,SUB4408648,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|spidermine63@gmail.com on 2019-04-16; Haemophilus influenzae,,,,,,,,,2013,
SRX14456467,SRR18319216,SAMN26645523,SAMN26645523,SRS12261925,ILLUMINA,Illumina HiSeq 2500,M41524,PAIRED,,WGS,GENOMIC,RANDOM,976711.0,490308922.0,SUB11096711,169767259;185808836,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41524,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41524,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX2260862,ERR2206504,SAMEA104408436,SAMEA104408436,ERS2026378,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1076595.0,490377302.0,University of Southampton,177855030;206836055,,,,2011-11-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,6063,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,6063,,,,,,50.93292,-1.434724,,2011-11,
ERX3332577,ERR3306531,SAMEA5380183,SAMEA5380183,ERS3186770,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1086030.0,490541979.0,University of Southampton,162537992;181173373,,,,2012-06-29,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1095,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1095,,,,,,,,,2012-06-29,
ERX2260698,ERR2206340,SAMEA104408272,SAMEA104408272,ERS2026214,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1155709.0,491341637.0,University of Southampton,178090741;204222973,,,,2008-12-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,3063,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,3063,,,,,,50.93292,-1.434724,,2008-12,
SRX4551894,SRR7692529,SAMN07421917,SAMN07421917,SRS3668989,ILLUMINA,NextSeq 500,P640_ill,PAIRED,,WGS,GENOMIC,RANDOM,1759602.0,491422455.0,SUB4318277,177409522;176875761,,,Dra. Jose Fina Linares,2009-03-31,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,3960,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,31-Mar-2009,
SRX12367145,SRR16080746,SAMN21850986,SAMN21850986,SRS10338314,ILLUMINA,Illumina MiSeq,UK676345_WGS,PAIRED,,WGS,GENOMIC,RANDOM,2507726.0,493867141.0,SUB10407804,153890911;160128419,,,"Respiratory and Vaccine Preventable Bacterial Reference Unit, Public Health England, London, UK",2017-01-01,United Kingdom,Illumina MiSeq sequencing; WGS of UK676345,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,UK676345,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2017,
SRX6602029,SRR9847433,SAMN12375227,SAMN12375227,SRS5167091,ILLUMINA,Illumina HiSeq 2500,M11600,PAIRED,,WGS,GENOMIC,RANDOM,985621.0,494781742.0,SUB6080710,174729445;188099450,,,US State Health Department,2003-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M11600) from convenience sample of CDC isolate collection,False,2019-07-27,False,,lung,,,,,,,,727,Haemophilus influenzae,M11600,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2003,
SRX5897312,SRR9123340,SAMN11853738,SAMN11853738,SRS4818848,ILLUMINA,Illumina MiSeq,GA87672,PAIRED,,WGS,GENOMIC,RANDOM,1037518.0,494786758.0,SUB5668222,161972965;184435274,,,Georgia Emerging Infections Program,2018-01-01,"USA: Atlanta, GA",Illumina MiSeq sequencing; Whole genome sequencing of nontypeable Haemophilus influenzae clinical isolate.,False,2020-06-02,False,,blood,33.749 N 84.388 W,,,,,,,727,Haemophilus influenzae,GA87672,SUB5668222,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|rpetit on 2020-06-02; Haemophilus influenzae,,,,,,33.749,-84.388,,2018,
ERX3332321,ERR3306272,SAMEA5379930,SAMEA5379930,ERS3186518,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1084793.0,496122895.0,University of Southampton,171494053;181019695,,,,2011-11-03,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,842,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,842,,,,,,,,,2011-11-03,
ERX4016070,ERR4014681,SAMEA6657623,SAMEA6657623,ERS4417089,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1669392.0,496399236.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",150375149;156037854,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Swab,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-1339,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
SRX12367141,SRR16080749,SAMN21850732,SAMN21850732,SRS10338310,ILLUMINA,Illumina MiSeq,H4717_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1644514.0,496643228.0,SUB10407804,144111768;145835421,,,"Institute for Hygiene and Microbiology, University of Wurzburg",2019-01-01,Germany,Illumina MiSeq sequencing; WGS of H4717,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,H4717,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2019,
ERX660216,ERR716294,SAMEA2674739,SAMEA2674739,ERS515254,ILLUMINA,Illumina HiSeq 2000,11637507,PAIRED,228.0,WGS,GENOMIC,RANDOM,4968566.0,496856600.0,Wellcome Sanger Institute,225055338;226824587,,,,2006-01-01,Netherlands,Illumina HiSeq 2000 paired end sequencing,False,2015-01-08,False,,Blood,,,,,,,,727,Haemophilus influenzae,2080146_II-sc-2020094,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Disease,,,,,,,,,14412_4#22,,,,,,,,,2006/2012,
SRX14456460,SRR18319223,SAMN26645518,SAMN26645518,SRS12261918,ILLUMINA,Illumina HiSeq 2500,M41649,PAIRED,,WGS,GENOMIC,RANDOM,990361.0,497161222.0,SUB11096711,171558331;188475872,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41649,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41649,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX6602218,SRR9847563,SAMN12374939,SAMN12374939,SRS5167280,ILLUMINA,Illumina HiSeq 2500,M24471,PAIRED,,WGS,GENOMIC,RANDOM,993540.0,498757080.0,SUB6080710,172680091;184805376,,,US State Health Department,2012-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M24471) from convenience sample of CDC isolate collection,False,2019-07-27,False,,lung,,,,,,,,727,Haemophilus influenzae,M24471,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2012,
ERX3291375,ERR3264731,SAMEA5379486,SAMEA5379486,ERS3186074,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1289217.0,499177549.0,University of Southampton,189054646;196261048,,,,2011-10-13,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,392,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,392,,,,,,,,,2011-10-13,
ERX660221,ERR716299,SAMEA2674744,SAMEA2674744,ERS515259,ILLUMINA,Illumina HiSeq 2000,11637472,PAIRED,228.0,WGS,GENOMIC,RANDOM,5009364.0,500936400.0,Wellcome Sanger Institute,227250358;229198072,,,,2006-01-01,Netherlands,Illumina HiSeq 2000 paired end sequencing,False,2015-01-08,False,,CSF,,,,,,,,727,Haemophilus influenzae,2082180_I-sc-2020105,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Disease,,,,,,,,,14412_4#27,,,,,,,,,2006/2012,
ERX3291483,ERR3264839,SAMEA5380453,SAMEA5380453,ERS3187040,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1198336.0,501630682.0,University of Southampton,166077351;189341607,,,,2011-10-26,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1378,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1378,,,,,,,,,2011-10-26,
ERX3332576,ERR3306530,SAMEA5380182,SAMEA5380182,ERS3186769,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1122587.0,502263695.0,University of Southampton,164493895;188960276,,,,2012-09-18,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1094,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1094,,,,,,,,,2012-09-18,
SRX14456316,SRR18319023,SAMN26645536,SAMN26645536,SRS12261773,ILLUMINA,Illumina HiSeq 2500,M41456,PAIRED,,WGS,GENOMIC,RANDOM,1001217.0,502610934.0,SUB11096711,174434785;187349729,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41456,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41456,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332309,ERR3306260,SAMEA5379918,SAMEA5379918,ERS3186506,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1172828.0,503053743.0,University of Southampton,184004229;193134123,,,,2011-09-14,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,830,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,830,,,,,,,,,2011-09-14,
ERX3291239,ERR3264595,SAMEA5379349,SAMEA5379349,ERS3185938,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1333281.0,504145527.0,University of Southampton,184214935;206584677,,,,2011-08-23,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,256,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,256,,,,,,,,,2011-08-23,
ERX4015952,ERR4014563,SAMEA6657505,SAMEA6657505,ERS4416971,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1719453.0,504266726.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",175305657;177196558,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Sputum,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-1217,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
SRX7845450,SRR11233590,SAMN16453428,SAMN16453428,SRS7641143,ILLUMINA,Illumina MiSeq,RHH-34,PAIRED,,WGS,GENOMIC,RANDOM,1889747.0,504635326.0,SUB7088332,175303873;189127224,,,Royall Hobart Hospital,2017-11-08,Australia: Tasmania,Illumina MiSeq sequencing; WGS of nontypeable Haemophilus influenzae,False,2020-03-06,False,,sputum,42.0 S 147.0 E,,,,,,,727,Haemophilus influenzae,Nontypeable Haemophilus influenzae RHH-34,SUB7088332,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|kcrajendra26@gmail.com on 2020-11-04; Haemophilus influenzae,,,,,,-42.0,147.0,,2017-11-08,
SRX14456165,SRR18318830,SAMN26645543,SAMN26645543,SRS12261623,ILLUMINA,Illumina HiSeq 2500,M41446,PAIRED,,WGS,GENOMIC,RANDOM,1007140.0,505584280.0,SUB11096711,173536128;191121035,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41446,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41446,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX6601821,SRR9847297,SAMN12375370,SAMN12375370,SRS5166883,ILLUMINA,Illumina HiSeq 2500,M06067,PAIRED,,WGS,GENOMIC,RANDOM,1007546.0,505788092.0,SUB6080710,176202218;189828495,,,US State Health Department,1999-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M06067) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M06067,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,1999,
SRX6601997,SRR9847465,SAMN12374835,SAMN12374835,SRS5167059,ILLUMINA,Illumina HiSeq 2500,M29698,PAIRED,,WGS,GENOMIC,RANDOM,1007625.0,505827750.0,SUB6080710,185790311;195495261,,,US State Health Department,2014-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M29698) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M29698,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2014,
SRX14456553,SRR18319130,SAMN26645590,SAMN26645590,SRS12262011,ILLUMINA,Illumina HiSeq 2500,M41357,PAIRED,,WGS,GENOMIC,RANDOM,1009367.0,506702234.0,SUB11096711,174198556;195354967,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41357,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41357,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX6602037,SRR9847425,SAMN12375204,SAMN12375204,SRS5167099,ILLUMINA,Illumina HiSeq 2500,M12066,PAIRED,,WGS,GENOMIC,RANDOM,1010271.0,507156042.0,SUB6080710,176285690;191147374,,,US State Health Department,2004-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M12066) from convenience sample of CDC isolate collection,False,2019-07-27,False,,tracheal aspirate,,,,,,,,727,Haemophilus influenzae,M12066,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2004,
SRX14456391,SRR18319292,SAMN26645557,SAMN26645557,SRS12261849,ILLUMINA,Illumina HiSeq 2500,M41413,PAIRED,,WGS,GENOMIC,RANDOM,1010939.0,507491378.0,SUB11096711,172469961;185403548,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41413,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41413,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX2260867,ERR2206509,SAMEA104408441,SAMEA104408441,ERS2026383,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1065090.0,507507800.0,University of Southampton,167310139;192283930,,,,2012-01-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,6113,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,6113,,,,,,50.93292,-1.434724,,2012-01,
ERX4015569,ERR4014180,SAMEA6657121,SAMEA6657121,ERS4416588,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1736868.0,507734554.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",177635946;179435211,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Sputum,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-824,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
SRX6602064,SRR9847398,SAMN12375282,SAMN12375282,SRS5167126,ILLUMINA,Illumina HiSeq 2500,M09117,PAIRED,,WGS,GENOMIC,RANDOM,1013052.0,508552104.0,SUB6080710,181251338;193831730,,,US State Health Department,2002-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M09117) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M09117,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2002,
SRX4551924,SRR7692499,SAMN07421948,SAMN07421948,SRS3669018,ILLUMINA,NextSeq 500,P673_ill,PAIRED,,WGS,GENOMIC,RANDOM,1812941.0,509081818.0,SUB4318277,184428453;183763791,,,Dra. Jose Fina Linares,2013-02-05,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,8639,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,05-Feb-2013,
SRX14456341,SRR18318998,SAMN26645604,SAMN26645604,SRS12261799,ILLUMINA,Illumina HiSeq 2500,M41185,PAIRED,,WGS,GENOMIC,RANDOM,1014765.0,509412030.0,SUB11096711,179926002;192169473,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41185,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41185,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX2260724,ERR2206366,SAMEA104408298,SAMEA104408298,ERS2026240,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1126056.0,510046582.0,University of Southampton,188938259;201057184,,,,2009-03-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,3254,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,3254,,,,,,50.93292,-1.434724,,2009-03,
SRX14456525,SRR18319158,SAMN26645544,SAMN26645544,SRS12261983,ILLUMINA,Illumina HiSeq 2500,M41445,PAIRED,,WGS,GENOMIC,RANDOM,1016266.0,510165532.0,SUB11096711,171699226;188608431,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41445,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41445,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX14456188,SRR18318807,SAMN26645979,SAMN26645979,SRS12261646,ILLUMINA,Illumina MiSeq,M39771,PAIRED,,WGS,GENOMIC,RANDOM,1018135.0,511103770.0,SUB11096711,164505563;179296692,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M39771,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M39771,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX4016067,ERR4014678,SAMEA6657620,SAMEA6657620,ERS4417086,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1722880.0,511479198.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",155020197;160555800,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Sputum,56.26392 N 9.501785 E,,,,,,,727,Haemophilus influenzae,1D-1336,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Haemophilus influenzae",,,,,,56.26392,9.501785,,2018,
SRX12367139,SRR16080751,SAMN21850718,SAMN21850718,SRS10338308,ILLUMINA,Illumina MiSeq,H2096_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1695151.0,511935602.0,SUB10407804,147194085;147868842,,,"Institute for Hygiene and Microbiology, University of Wurzburg",2015-01-01,Germany,Illumina MiSeq sequencing; WGS of H2096,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,H2096,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2015,
ERX3291240,ERR3264596,SAMEA5379350,SAMEA5379350,ERS3185939,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1197487.0,511940601.0,University of Southampton,187294877;209330507,,,,2011-11-22,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,257,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,257,,,,,,,,,2011-11-22,
SRX12367140,SRR16080750,SAMN21850720,SAMN21850720,SRS10338309,ILLUMINA,Illumina MiSeq,H2796_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1695430.0,512019860.0,SUB10407804,147539669;148350106,,,"Institute for Hygiene and Microbiology, University of Wurzburg",2016-01-01,Germany,Illumina MiSeq sequencing; WGS of H2796,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,H2796,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2016,
ERX2260843,ERR2206485,SAMEA104408417,SAMEA104408417,ERS2026359,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1111822.0,512229744.0,University of Southampton,187406611;244132490,,,,2011-02-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,5230,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,5230,,,,,,50.93292,-1.434724,,2011-02,
