,Name,ST,MLST_Profile,lineage
28604,SRR13232705,276,17.15.20.19.144.18.22.19,2.2.9
28605,SRR13232777,276,17.15.20.19.144.18.22.19,2.2.9
28606,SRR13232517,276,17.15.20.19.144.18.22.19,2.2.9
28607,SRR13232464,276,17.15.20.19.144.18.22.19,2.2.9
28608,SRR13232514,279,140.15.20.19.20.18.22.19,4.3.3
28609,SRR13232764,279,140.15.20.19.20.18.22.19,4.3.3
28610,SRR13232760,215,17.15.20.19.20.18.22.19,2.2.10
28611,SRR13232500,279,140.15.20.19.20.18.22.19,4.3.3
28612,SRR13232516,284,17.15.20.19.145.18.22.19,2.2.10
28613,SRR13232723,279,140.15.20.19.20.18.22.19,4.3.3
28614,SRR13232722,276,17.15.20.19.144.18.22.19,2.2.9
28615,SRR13232506,276,17.15.20.19.144.18.22.19,2.2.9
28616,SRR13232505,276,17.15.20.19.144.18.22.19,2.2.9
28617,SRR13232784,276,17.15.20.19.144.18.22.19,2.2.9
28618,SRR13232740,276,17.15.20.19.144.18.22.19,2.2.9
28619,SRR13232761,279,140.15.20.19.20.18.22.19,4.3.3
28620,SRR13232710,279,140.15.20.19.20.18.22.19,4.3.3
28621,SRR13232509,279,140.15.20.19.20.18.22.19,4.3.3
28622,SRR13232701,292,17.183.20.19.144.18.22.19,2.2.9
28623,SRR13232462,276,17.15.20.19.144.18.22.19,2.2.9
28624,SRR13232694,276,17.15.20.19.144.18.22.19,2.2.9
28625,SRR13232521,215,17.15.20.19.20.18.22.19,2.2.10
28626,SRR13232666,279,140.15.20.19.20.18.22.19,4.3.3
28627,SRR13232768,276,17.15.20.19.144.18.22.19,2.2.10
28628,SRR13232781,276,17.15.20.19.144.18.22.19,2.2.9
28629,SRR13232752,279,140.15.20.19.20.18.22.19,4.3.3
28630,SRR13232696,276,17.15.20.19.144.18.22.19,2.2.9
28631,SRR13232766,276,17.15.20.19.144.18.22.19,2.2.10
28632,SRR13232501,279,140.15.20.19.20.18.22.19,4.3.3
28633,SRR13232508,276,17.15.20.19.144.18.22.19,2.2.10
28634,SRR13232762,276,17.15.20.19.144.18.22.19,2.2.9
28635,SRR13232547,276,17.15.20.19.144.18.22.19,2.2.10
28636,SRR13232717,276,17.15.20.19.144.18.22.19,2.2.10
28637,SRR13232769,276,17.15.20.19.144.18.22.19,2.2.9
28638,SRR13232715,276,17.15.20.19.144.18.22.19,2.2.9
28639,SRR13232718,279,140.15.20.19.20.18.22.19,4.3.3
28640,SRR13232703,215,17.15.20.19.20.18.22.19,2.2.10
28641,SRR13232507,276,17.15.20.19.144.18.22.19,2.2.9
28642,SRR13232519,276,17.15.20.19.144.18.22.19,2.2.9
28643,SRR13232502,276,17.15.20.19.144.18.22.19,2.2.9
28644,SRR13232779,279,140.15.20.19.20.18.22.19,4.3.3
28645,SRR13232681,279,140.15.20.19.20.18.22.19,4.3.3
28646,SRR13232580,279,140.15.20.19.20.18.22.19,4.3.3
28647,SRR13232783,276,17.15.20.19.144.18.22.19,2.2.10
28648,SRR13232465,279,140.15.20.19.20.18.22.19,4.3.3
28649,SRR13232467,279,140.15.20.19.20.18.22.19,4.3.3
28650,SRR13232535,276,17.15.20.19.144.18.22.19,2.2.9
28651,SRR13232758,284,17.15.20.19.145.18.22.19,2.2.10
28652,SRR13232708,276,17.15.20.19.144.18.22.19,2.2.9
28653,SRR13232466,279,140.15.20.19.20.18.22.19,4.3.3
28654,SRR13232554,284,17.15.20.19.145.18.22.19,4.2.1
28655,SRR13232636,276,17.15.20.19.144.18.22.19,2.2.10
28656,SRR13232549,276,17.15.20.19.144.18.22.19,2.2.9
28657,SRR13232741,284,17.15.20.19.145.18.22.19,2.2.10
28658,SRR13232679,279,140.15.20.19.20.18.22.19,4.3.3
28659,SRR13232513,279,140.15.20.19.20.18.22.19,4.3.3
28660,SRR13232560,284,17.15.20.19.145.18.22.19,2.2.10
28661,SRR13232504,276,17.15.20.19.144.18.22.19,2.2.9
28662,SRR13232785,215,17.15.20.19.20.18.22.19,2.2.10
28663,SRR13232553,276,17.15.20.19.144.18.22.19,2.2.9
28664,SRR13232492,276,17.15.20.19.144.18.22.19,2.2.9
28665,SRR13232555,276,17.15.20.19.144.18.22.19,2.2.9
28666,SRR13232661,284,17.15.20.19.145.18.22.19,2.2.10
28667,SRR13232686,276,17.15.20.19.144.18.22.19,2.2.10
28668,SRR13232405,276,17.15.20.19.144.18.22.19,2.2.9
28669,SRR13232782,276,17.15.20.19.144.18.22.19,2.2.10
28670,SRR13232763,276,17.15.20.19.144.18.22.19,2.2.9
28671,SRR13232416,276,17.15.20.19.144.18.22.19,2.2.9
28672,SRR13232577,215,17.15.20.19.20.18.22.19,2.2.10
28673,SRR14088358,215,17.15.20.19.20.18.22.19,4.6.2.1
28674,SRR14088356,215,17.15.20.19.20.18.22.19,3
28675,SRR14088377,215,17.15.20.19.20.18.22.19,3
28676,SRR14088384,276,17.15.20.19.144.18.22.19,3
28677,SRR14088386,e3000a8abbdf6ed705456e85b8f9d84761706ef5,17.15.20.19.144.1b54efba961683e198f3f01c1c25cdf13f653134.22.19,3
28678,SRR14088385,276,17.15.20.19.144.18.22.19,2.2.3
28679,SRR14088369,276,17.15.20.19.144.18.22.19,3
28680,SRR14088368,215,17.15.20.19.20.18.22.19,3
28681,SRR14088382,215,17.15.20.19.20.18.22.19,3
28682,SRR14088373,215,17.15.20.19.20.18.22.19,3.1.1
28683,SRR14088351,215,17.15.20.19.20.18.22.19,3
28684,SRR14088364,215,17.15.20.19.20.18.22.19,3
28685,SRR14088380,276,17.15.20.19.144.18.22.19,3
28686,SRR14088375,284,17.15.20.19.145.18.22.19,3
28687,SRR14088390,215,17.15.20.19.20.18.22.19,3
28688,SRR14088388,284,17.15.20.19.145.18.22.19,3
28689,SRR14088379,215,17.15.20.19.20.18.22.19,3
28690,SRR14088381,215,17.15.20.19.20.18.22.19,3
28691,SRR14088392,276,17.15.20.19.144.18.22.19,3
28692,SRR14088365,215,17.15.20.19.20.18.22.19,3
28693,SRR14088367,215,17.15.20.19.20.18.22.19,3
28694,SRR14088371,215,17.15.20.19.20.18.22.19,3
28695,SRR14088395,276,17.15.20.19.144.18.22.19,3
28696,SRR14088374,215,17.15.20.19.20.18.22.19,4.2.2
28697,SRR14088348,215,17.15.20.19.20.18.22.19,3
28698,SRR14088394,215,17.15.20.19.20.18.22.19,3
28699,SRR14088387,215,17.15.20.19.20.18.22.19,3
28700,SRR14088393,215,17.15.20.19.20.18.22.19,3
28701,SRR14088383,215,17.15.20.19.20.18.22.19,3
28702,SRR14088349,215,17.15.20.19.20.18.22.19,3
28703,SRR14088391,3f99a8b57f744e43388ff788f9831afbef60c896,289f52cbb14b18d9cdff0b0a1527b14842123ee1.15.20.19.20.18.22.19,3
28704,SRR9028493,215,17.15.20.19.20.18.22.19,3
28705,SRR15276981,276,17.15.20.19.144.18.22.19,3
28706,SRR14088357,215,17.15.20.19.20.18.22.19,3
28707,SRR11648203,215,17.15.20.19.20.18.22.19,4.3.4.2
28708,SRR14088372,215,17.15.20.19.20.18.22.19,3.1.1
28709,SRR5451697,215,17.15.20.19.20.18.22.19,4.5
28710,SRR5451703,215,17.15.20.19.20.18.22.19,4.5
28711,SRR13232618,276,17.15.20.19.144.18.22.19,2.2.10
28712,SRR10430344,276,17.15.20.19.144.18.22.19,2.2.10
28713,SRR10303316,276,17.15.20.19.144.18.22.19,2.2.10
28714,SRR13232404,276,17.15.20.19.144.18.22.19,2.2.10
28715,SRR13232400,276,17.15.20.19.144.18.22.19,2.2.10
28716,SRR10303302,215,17.15.20.19.20.18.22.19,2.2.10
28717,SRR10430330,215,17.15.20.19.20.18.22.19,2.2.10
28718,SRR10303319,276,17.15.20.19.144.18.22.19,2.2.10
28719,SRR10430348,276,17.15.20.19.144.18.22.19,2.2.10
28720,SRR13232606,215,17.15.20.19.20.18.22.19,4.1.2.1
28721,SRR10430347,276,17.15.20.19.144.18.22.19,2.2.10
28722,SRR10303318,276,17.15.20.19.144.18.22.19,2.2.10
28723,SRR13232481,279,140.15.20.19.20.18.22.19,4.3.3
28724,SRR10303293,276,17.15.20.19.144.18.22.19,2.2.10
28725,SRR10430318,276,17.15.20.19.144.18.22.19,2.2.10
28726,SRR13232484,276,17.15.20.19.144.18.22.19,2.2.10
28727,SRR10430338,279,140.15.20.19.20.18.22.19,4.3.3
28728,SRR10303309,279,140.15.20.19.20.18.22.19,4.3.3
28729,SRR10430350,215,17.15.20.19.20.18.22.19,2.2.10
28730,SRR13232619,276,17.15.20.19.144.18.22.19,2.2.10
28731,SRR13232446,215,17.15.20.19.20.18.22.19,2.2.10
28732,SRR13232631,215,17.15.20.19.20.18.22.19,4.1.2
28733,SRR10303299,276,17.15.20.19.144.18.22.19,2.2.10
28734,SRR10430325,276,17.15.20.19.144.18.22.19,2.2.10
28735,SRR10303296,279,140.15.20.19.20.18.22.19,4.3.3
28736,SRR10430321,279,140.15.20.19.20.18.22.19,4.3.3
28737,SRR10303294,301,140.15.20.19.144.18.22.19,4.3.3
28738,SRR10430319,301,140.15.20.19.144.18.22.19,4.3.3
28739,SRR13232475,215,17.15.20.19.20.18.22.19,2.2.10
28740,SRR13232641,276,17.15.20.19.144.18.22.19,2.2.10
28741,SRR10430353,276,17.15.20.19.144.18.22.19,2.2.10
28742,SRR10303277,276,17.15.20.19.144.18.22.19,2.2.10
28743,SRR13232630,276,17.15.20.19.144.18.22.19,2.2.10
28744,SRR13232485,276,17.15.20.19.144.18.22.19,2.2.10
28745,SRR10430370,276,17.15.20.19.144.18.22.19,2.2.10
28746,SRR10430351,279,140.15.20.19.20.18.22.19,4.3.3
28747,SRR10303314,279,140.15.20.19.20.18.22.19,4.3.3
28748,SRR10303304,215,17.15.20.19.20.18.22.19,4.5
28749,SRR10430332,215,17.15.20.19.20.18.22.19,4.5
28750,SRR10430329,215,17.15.20.19.20.18.22.19,2.2.10
28751,SRR13232443,215,17.15.20.19.20.18.22.19,4.10
28752,SRR10303301,215,17.15.20.19.20.18.22.19,2.2.10
28753,SRR10430328,215,17.15.20.19.20.18.22.19,2.2.10
28754,SRR10430326,215,17.15.20.19.20.18.22.19,2.2.10
28755,SRR13232486,215,17.15.20.19.20.18.22.19,2.2.10
28756,SRR13232470,276,17.15.20.19.144.18.22.19,2.2.10
28757,SRR10303281,276,17.15.20.19.144.18.22.19,2.2.10
28758,SRR10430358,276,17.15.20.19.144.18.22.19,2.2.10
28759,SRR10303323,284,17.15.20.19.145.18.22.19,2.2.10
28760,SRR10430374,284,17.15.20.19.145.18.22.19,2.2.10
28761,SRR10303295,279,140.15.20.19.20.18.22.19,4.3.3
28762,SRR10430320,279,140.15.20.19.20.18.22.19,4.3.3
28763,SRR10430382,276,17.15.20.19.144.18.22.19,2.2.10
28764,SRR10303331,276,17.15.20.19.144.18.22.19,2.2.10
28765,SRR10303324,276,17.15.20.19.144.18.22.19,4.4.1.1
28766,SRR10430375,276,17.15.20.19.144.18.22.19,4.4.1.1
28767,SRR13232644,276,17.15.20.19.144.18.22.19,2.2.10
28768,SRR10430333,276,17.15.20.19.144.18.22.19,4.2.1
28769,SRR10303305,276,17.15.20.19.144.18.22.19,4.2.1
28770,SRR13232479,399d198d22359ad455d1dd69a59e625d65d371a9,17.15.20.19.20.18.22.2a7e2fc28cba633eba7936118526b46e8e4189f8,2.2.1
28771,SRR13232653,276,17.15.20.19.144.18.22.19,2.2.10
28772,SRR13232620,215,17.15.20.19.20.18.22.19,2.2.10
28773,SRR13232646,276,17.15.20.19.144.18.22.19,2.2.10
28774,SRR13232478,276,17.15.20.19.144.18.22.19,2.2.10
28775,SRR13232474,292,17.183.20.19.144.18.22.19,2.2.9
28776,SRR13232473,215,17.15.20.19.20.18.22.19,2.2.10
28777,SRR13232637,215,17.15.20.19.20.18.22.19,2.2.10
28778,SRR13232458,276,17.15.20.19.144.18.22.19,2.2.9
28779,SRR13232483,276,17.15.20.19.144.18.22.19,2.2.9
28780,SRR10430362,276,17.15.20.19.144.18.22.19,2.2.10
28781,SRR10303285,276,17.15.20.19.144.18.22.19,2.2.10
28782,SRR13232444,215,17.15.20.19.20.18.22.19,2.2.10
28783,SRR10430322,276,17.15.20.19.144.18.22.19,2.2.10
28784,SRR10303297,276,17.15.20.19.144.18.22.19,2.2.10
28785,SRR10430367,276,17.15.20.19.144.18.22.19,2.2.10
28786,SRR10303289,276,17.15.20.19.144.18.22.19,2.2.10
28787,SRR10303286,276,17.15.20.19.144.18.22.19,2.2.10
28788,SRR10430363,276,17.15.20.19.144.18.22.19,2.2.10
28789,SRR10430398,276,17.15.20.19.144.18.22.19,2.2.10
28790,SRR10303345,276,17.15.20.19.144.18.22.19,2.2.10
28791,SRR10430352,276,17.15.20.19.144.18.22.19,2.2.10
28792,SRR10303276,276,17.15.20.19.144.18.22.19,2.2.10
28793,SRR10430380,276,17.15.20.19.144.18.22.19,2.2.10
28794,SRR10303328,276,17.15.20.19.144.18.22.19,2.2.10
28795,SRR13232563,276,17.15.20.19.144.18.22.19,2.2.10
28796,SRR10430389,276,17.15.20.19.144.18.22.19,2.2.10
28797,SRR10430388,276,17.15.20.19.144.18.22.19,2.2.10
28798,SRR10303336,276,17.15.20.19.144.18.22.19,2.2.10
28799,SRR10430331,279,140.15.20.19.20.18.22.19,4.3.3
28800,SRR10303303,279,140.15.20.19.20.18.22.19,4.3.3
28801,SRR10303337,276,17.15.20.19.144.18.22.19,2.2.9
28802,SRR10430390,276,17.15.20.19.144.18.22.19,2.2.9
28803,SRR10430337,215,17.15.20.19.20.18.22.19,2.2.10
28804,SRR10303308,215,17.15.20.19.20.18.22.19,2.2.10
28805,SRR13232429,215,17.15.20.19.20.18.22.19,2.2.10
28806,SRR13232651,276,17.15.20.19.144.18.22.19,2.2.10
28807,SRR13232597,276,17.15.20.19.144.18.22.19,2.2.10
28808,SRR13232643,276,17.15.20.19.144.18.22.19,2.2.10
28809,SRR10430334,215,17.15.20.19.20.18.22.19,2.2.10
28810,SRR10303306,215,17.15.20.19.20.18.22.19,2.2.10
28811,SRR13232654,284,17.15.20.19.145.18.22.19,2.2.10
28812,SRR10303322,276,17.15.20.19.144.18.22.19,2.2.9
28813,SRR10430373,276,17.15.20.19.144.18.22.19,2.2.9
28814,SRR13232640,276,17.15.20.19.144.18.22.19,2.2.10
28815,SRR10430342,276,17.15.20.19.144.18.22.19,2.2.10
28816,SRR10303313,276,17.15.20.19.144.18.22.19,2.2.10
28817,SRR10303335,215,17.15.20.19.20.18.22.19,2.2.10
28818,SRR10430387,215,17.15.20.19.20.18.22.19,2.2.10
28819,SRR10430372,284,17.15.20.19.145.18.22.19,2.2.10
28820,SRR10303320,284,17.15.20.19.145.18.22.19,2.2.10
28821,SRR13232655,e1af2b592c73f9ee256b4de8bca6ad2b98900834,17.15.20.19.144.18.22.dcbc7621ec60847c91220bc76f419ee84e7ad26a,2.2.10
28822,SRR10430376,276,17.15.20.19.144.18.22.19,2.2.10
28823,SRR10303326,276,17.15.20.19.144.18.22.19,2.2.10
28824,SRR10303352,276,17.15.20.19.144.18.22.19,2.2.2
28825,SRR10430378,276,17.15.20.19.144.18.22.19,2.2.2
28826,SRR10430365,276,17.15.20.19.144.18.22.19,2.2.10
28827,SRR10303288,276,17.15.20.19.144.18.22.19,2.2.10
28828,SRR13232424,215,17.15.20.19.20.18.22.19,4.2.1
28829,SRR10303284,276,17.15.20.19.144.18.22.19,2.2.10
28830,SRR10430361,276,17.15.20.19.144.18.22.19,2.2.10
28831,SRR10430349,276,17.15.20.19.144.18.22.19,2.2.10
28832,SRR10303347,276,17.15.20.19.144.18.22.19,2.2.10
28833,SRR10430383,276,17.15.20.19.144.18.22.19,2.2.10
28834,SRR10303330,276,17.15.20.19.144.18.22.19,2.2.10
28835,SRR10430336,00863269c652c27f9af4995b961fee211e0ce0cc,17.15.a2f21de3da94f181956df171c9c022e13853706a.19.20.18.22.19,2.2.10
28836,SRR10303307,00863269c652c27f9af4995b961fee211e0ce0cc,17.15.a2f21de3da94f181956df171c9c022e13853706a.19.20.18.22.19,2.2.10
28837,SRR10430346,276,17.15.20.19.144.18.22.19,2.2.10
28838,SRR13232476,276,17.15.20.19.144.18.22.19,2.2.10
28839,SRR13232628,276,17.15.20.19.144.18.22.19,2.2.10
28840,SRR10303282,276,17.15.20.19.144.18.22.19,2.2.9
28841,SRR10430359,276,17.15.20.19.144.18.22.19,2.2.9
28842,SRR10430341,215,17.15.20.19.20.18.22.19,4.5
28843,SRR10303312,215,17.15.20.19.20.18.22.19,4.5
28844,SRR13232596,276,17.15.20.19.144.18.22.19,2.2.10
28845,SRR10303339,215,17.15.20.19.20.18.22.19,2.2.10
28846,SRR10430392,215,17.15.20.19.20.18.22.19,2.2.10
28847,SRR13232617,276,17.15.20.19.144.18.22.19,2.2.10
28848,SRR10303283,276,17.15.20.19.144.18.22.19,2.2
28849,SRR10430360,276,17.15.20.19.144.18.22.19,2.2
28850,SRR10430343,276,17.15.20.19.144.18.22.19,2.2.10
28851,SRR10303315,276,17.15.20.19.144.18.22.19,2.2.10
28852,SRR13232471,215,17.15.20.19.20.18.22.19,2.2.10
28853,SRR13232649,276,17.15.20.19.144.18.22.19,2.2.10
28854,SRR10430339,215,17.15.20.19.20.18.22.19,2.2.10
28855,SRR10303310,215,17.15.20.19.20.18.22.19,2.2.10
28856,SRR13232457,215,17.15.20.19.20.18.22.19,4.10
28857,SRR10303343,276,17.15.20.19.144.18.22.19,2.2.10
28858,SRR10430396,276,17.15.20.19.144.18.22.19,2.2.10
28859,SRR13232434,292,17.183.20.19.144.18.22.19,2.2.9
28860,SRR10303344,276,17.15.20.19.144.18.22.19,2.2.10
28861,SRR10430397,276,17.15.20.19.144.18.22.19,2.2.10
28862,SRR13232433,276,17.15.20.19.144.18.22.19,2.2.10
28863,SRR13232438,215,17.15.20.19.20.18.22.19,4.10
28864,SRR13232627,276,17.15.20.19.144.18.22.19,2.2.10
28865,SRR13232562,276,17.15.20.19.144.18.22.19,2.2.10
28866,SRR13232477,276,17.15.20.19.144.18.22.19,2.2.10
28867,SRR13232410,279,140.15.20.19.20.18.22.19,4.3.3
28868,SRR13232459,284,17.15.20.19.145.18.22.19,2.2.10
28869,SRR13232426,276,17.15.20.19.144.18.22.19,2.2.10
28870,SRR13232420,276,17.15.20.19.144.18.22.19,2.2.10
28871,SRR10303353,276,17.15.20.19.144.18.22.19,2.2.10
28872,SRR10430400,276,17.15.20.19.144.18.22.19,2.2.10
28873,SRR10430394,276,17.15.20.19.144.18.22.19,2.2.10
28874,SRR10303341,276,17.15.20.19.144.18.22.19,2.2.10
28875,SRR10430386,276,17.15.20.19.144.18.22.19,2.2.10
28876,SRR10303334,276,17.15.20.19.144.18.22.19,2.2.10
28877,SRR13232422,215,17.15.20.19.20.18.22.19,2.2.10
28878,SRR10303348,276,17.15.20.19.144.18.22.19,2.2.10
28879,SRR10430355,276,17.15.20.19.144.18.22.19,2.2.10
28880,SRR10430399,215,17.15.20.19.20.18.22.19,4.10
28881,SRR10303346,215,17.15.20.19.20.18.22.19,4.10
28882,SRR10430371,292,17.183.20.19.144.18.22.19,2.2.9
28883,SRR10303321,292,17.183.20.19.144.18.22.19,2.2.9
28884,SRR13232401,279,140.15.20.19.20.18.22.19,4.3.3
28885,SRR13232411,276,17.15.20.19.144.18.22.19,2.2.10
28886,SRR13232632,276,17.15.20.19.144.18.22.19,2.2.10
28887,SRR10303333,276,17.15.20.19.144.18.22.19,2.2.10
28888,SRR10430385,276,17.15.20.19.144.18.22.19,2.2.10
28889,SRR10303292,276,17.15.20.19.144.18.22.19,2.2.10
28890,SRR10430317,276,17.15.20.19.144.18.22.19,2.2.10
28891,SRR13232634,276,17.15.20.19.144.18.22.19,2.2.10
28892,SRR13232454,276,17.15.20.19.144.18.22.19,2.2.9
28893,SRR13232559,276,17.15.20.19.144.18.22.19,2.2.10
28894,SRR10430401,276,17.15.20.19.144.18.22.19,2.2.10
28895,SRR10303354,276,17.15.20.19.144.18.22.19,2.2.10
28896,SRR13232487,215,17.15.20.19.20.18.22.19,4.5
28897,SRR10430384,215,17.15.20.19.20.18.22.19,2.2.10
28898,SRR10303332,215,17.15.20.19.20.18.22.19,2.2.10
28899,SRR13232407,276,17.15.20.19.144.18.22.19,2.2.10
28900,SRR10303317,292,17.183.20.19.144.18.22.19,2.2.9
28901,SRR10430345,292,17.183.20.19.144.18.22.19,2.2.9
28902,SRR13232602,215,17.15.20.19.20.18.22.19,2.2.10
28903,SRR10303329,276,17.15.20.19.144.18.22.19,2.2.10
28904,SRR10430381,276,17.15.20.19.144.18.22.19,2.2.10
28905,SRR10303351,276,17.15.20.19.144.18.22.19,2.2.10
28906,SRR10430335,276,17.15.20.19.144.18.22.19,2.2.10
28907,SRR13232600,276,17.15.20.19.144.18.22.19,2.2.10
28908,SRR13232645,276,17.15.20.19.144.18.22.19,2.2.10
28909,SRR10430379,276,17.15.20.19.144.18.22.19,2.2.10
28910,SRR10303327,276,17.15.20.19.144.18.22.19,2.2.10
28911,SRR13232656,276,17.15.20.19.144.18.22.19,2.2.10
28912,SRR13232415,276,17.15.20.19.144.18.22.19,2.2.9
28913,SRR10430323,215,17.15.20.19.20.18.22.19,4.5
28914,SRR10303298,215,17.15.20.19.20.18.22.19,4.5
28915,SRR10303340,276,17.15.20.19.144.18.22.19,2.2.10
28916,SRR10430393,276,17.15.20.19.144.18.22.19,2.2.10
28917,SRR13232599,215,17.15.20.19.20.18.22.19,2.2.10
28918,SRR13232451,276,17.15.20.19.144.18.22.19,2.2.10
28919,SRR10303349,276,17.15.20.19.144.18.22.19,2.2.10
28920,SRR10430366,276,17.15.20.19.144.18.22.19,2.2.10
28921,SRR10430369,276,17.15.20.19.144.18.22.19,2.2.10
28922,SRR10303291,276,17.15.20.19.144.18.22.19,2.2.10
28923,SRR13232657,276,17.15.20.19.144.18.22.19,2.2.9
28924,SRR10430356,276,17.15.20.19.144.18.22.19,2.2.10
28925,SRR10303279,276,17.15.20.19.144.18.22.19,2.2.10
28926,SRR13232412,276,17.15.20.19.144.18.22.19,2.2.10
28927,SRR13232598,215,17.15.20.19.20.18.22.19,2.2.10
28928,SRR13232403,276,17.15.20.19.144.18.22.19,2.2.10
28929,SRR10430364,276,17.15.20.19.144.18.22.19,2.2.10
28930,SRR10303287,276,17.15.20.19.144.18.22.19,2.2.10
28931,SRR10430324,276,17.15.20.19.144.18.22.19,2.2.10
28932,SRR10303350,276,17.15.20.19.144.18.22.19,2.2.10
28933,SRR13232612,276,17.15.20.19.144.18.22.19,2.2.10
28934,SRR13232425,276,17.15.20.19.144.18.22.19,2.2.10
28935,SRR10303311,215,17.15.20.19.20.18.22.19,2.2.10
28936,SRR10430340,215,17.15.20.19.20.18.22.19,2.2.10
28937,SRR10303278,301,140.15.20.19.144.18.22.19,4.3.3
28938,SRR10430354,301,140.15.20.19.144.18.22.19,4.3.3
28939,SRR13232642,276,17.15.20.19.144.18.22.19,2.2.10
28940,SRR13232453,276,17.15.20.19.144.18.22.19,2.2.10
28941,SRR13232652,276,17.15.20.19.144.18.22.19,2.2.10
28942,SRR13232633,215,17.15.20.19.20.18.22.19,4.10
28943,SRR13232615,276,17.15.20.19.144.18.22.19,2.2.10
28944,SRR10303338,276,17.15.20.19.144.18.22.19,2.2.10
28945,SRR10430391,276,17.15.20.19.144.18.22.19,2.2.10
28946,SRR13232624,276,17.15.20.19.144.18.22.19,2.2.10
28947,SRR13232436,276,17.15.20.19.144.18.22.19,2.2.10
28948,SRR13232455,276,17.15.20.19.144.18.22.19,2.2.10
28949,SRR13232441,215,17.15.20.19.20.18.22.19,4.2.1
28950,SRR13232413,215,17.15.20.19.20.18.22.19,4.2.1
28951,SRR13232468,276,17.15.20.19.144.18.22.19,2.2.10
28952,SRR13232406,276,17.15.20.19.144.18.22.19,2.2.10
28953,SRR10430368,276,17.15.20.19.144.18.22.19,2.2.10
28954,SRR10303290,276,17.15.20.19.144.18.22.19,2.2.10
28955,SRR10303280,276,17.15.20.19.144.18.22.19,2.2.10
28956,SRR10430357,276,17.15.20.19.144.18.22.19,2.2.10
28957,SRR13232396,276,17.15.20.19.144.18.22.19,2.2.10
28958,SRR13232449,215,17.15.20.19.20.18.22.19,2.2.10
28959,SRR13232623,276,17.15.20.19.144.18.22.19,2.2.10
28960,SRR13232435,215,17.15.20.19.20.18.22.19,2.2.10
28961,SRR13232659,276,17.15.20.19.144.18.22.19,2.2.10
28962,SRR13232414,215,17.15.20.19.20.18.22.19,4.10
28963,SRR13232629,276,17.15.20.19.144.18.22.19,2.2.10
28964,SRR13232558,215,17.15.20.19.20.18.22.19,4.10
28965,SRR13232608,276,17.15.20.19.144.18.22.19,2.2.10
28966,SRR13232610,276,17.15.20.19.144.18.22.19,2.2.10
28967,SRR10303342,276,17.15.20.19.144.18.22.19,2.2.10
28968,SRR10430395,276,17.15.20.19.144.18.22.19,2.2.10
28969,SRR13232448,276,17.15.20.19.144.18.22.19,2.2.10
28970,SRR13232638,215,17.15.20.19.20.18.22.19,4.10
28971,SRR13232621,276,17.15.20.19.144.18.22.19,2.2.10
28972,SRR13232418,276,17.15.20.19.144.18.22.19,2.2.10
28973,SRR13232616,276,17.15.20.19.144.18.22.19,2.2.10
28974,SRR13232445,276,17.15.20.19.144.18.22.19,2.2.10
28975,SRR13232648,276,17.15.20.19.144.18.22.19,2.2.9
28976,SRR13232442,276,17.15.20.19.144.18.22.19,2.2.10
28977,SRR13232626,276,17.15.20.19.144.18.22.19,2.2.10
28978,SRR13232635,215,17.15.20.19.20.18.22.19,2.2.10
28979,SRR13232440,215,17.15.20.19.20.18.22.19,2.2
28980,SRR13232421,276,17.15.20.19.144.18.22.19,2.2.10
28981,SRR13232437,279,140.15.20.19.20.18.22.19,4.3.3
28982,SRR13232622,279,140.15.20.19.20.18.22.19,4.3.3
28983,SRR13232482,276,17.15.20.19.144.18.22.19,2.2.10
28984,SRR13232417,276,17.15.20.19.144.18.22.19,2.2.10
28985,SRR13232609,215,17.15.20.19.20.18.22.19,4.1.1
28986,ERR1544439,276,17.15.20.19.144.18.22.19,2.2.10
28987,ERR1544438,276,17.15.20.19.144.18.22.19,2.2.10
28988,SRR13232423,276,17.15.20.19.144.18.22.19,2.2.10
28989,ERR1544435,276,17.15.20.19.144.18.22.19,2.2.10
28990,ERR1544432,276,17.15.20.19.144.18.22.19,2.2.10
28991,ERR1544436,276,17.15.20.19.144.18.22.19,2.2.10
28992,ERR1544440,276,17.15.20.19.144.18.22.19,2.2.10
28993,ERR1544431,276,17.15.20.19.144.18.22.19,2.2.10
28994,SRR13232452,215,17.15.20.19.20.18.22.19,2.2.10
28995,SRR13232601,276,17.15.20.19.144.18.22.19,2.2.10
28996,SRR13232419,276,17.15.20.19.144.18.22.19,2.2.10
28997,SRR13232432,276,17.15.20.19.144.18.22.19,2.2.10
28998,SRR13232447,215,17.15.20.19.20.18.22.19,4.10
28999,SRR13232607,276,17.15.20.19.144.18.22.19,2.2.10
29000,SRR13232613,276,17.15.20.19.144.18.22.19,2.2.10
29001,SRR13232605,276,17.15.20.19.144.18.22.19,2.2.10
29002,ERR1544441,276,17.15.20.19.144.18.22.19,2.2.10
29003,ERR1544437,276,17.15.20.19.144.18.22.19,2.2.10
29004,ERR1544433,276,17.15.20.19.144.18.22.19,2.2.10
29005,ERR1544434,276,17.15.20.19.144.18.22.19,2.2.10
29006,ERR1559741,292,17.183.20.19.144.18.22.19,2.2.9
29007,ERR1559738,276,17.15.20.19.144.18.22.19,2.2.10
29008,ERR1559743,276,17.15.20.19.144.18.22.19,2.2
29009,ERR1559740,292,17.183.20.19.144.18.22.19,2.2.9
29010,ERR1559737,276,17.15.20.19.144.18.22.19,2.2.10
