accession_id,METHICILLIN,VANCOMYCIN
SRR7983739,mecA,none
ERR118493,mecA,none
ERR1197211,mecA,none
SRR11612806,none,none
SRR13803346,mecA,none
ERR2533742,mecA,none
SRR5249865,mecA,none
SRR647375,mecA,none
SRR14721894,mecA,none
ERR357960,mecA,none
SRR8872572,mecA,none
ERR4911765,none,none
SRR11278517,none,none
ERR118368,mecA,none
ERR1943814,mecA,none
SRR10393607,mecA,none
SRR10393615,none,none
SRR3419057,mecA,none
SRR12124569,mecA,none
ERR3623725,mecA,none
ERR171908,mecA,none
SRR13968723,none,none
SRR11278576,none,none
SRR13967241,mecA,none
SRR10178932,mecA,none
SRR5249885,none,none
ERR5052519,none,none
SRR1955597,none,none
SRR13825394,mecA,none
ERR2525218,mecA,none
ERR2145260,mecA,none
SRR3730458,mecA,none
ERR5432479,mecA,none
SRR13966913,none,none
SRR13967729,none,none
SRR12473047,mecA,none
ERR1723821,mecA,none
SRR14866237,mecA,none
ERR023904,mecA,none
ERR246594,none,none
ERR1069931,none,none
ERR107961,mecA,none
ERR1715386,mecA,none
SRR11278516,none,none
SRR14933470,none,none
ERR1943886,none,none
SRR3730703,none,none
SRR14291772,none,none
SRR9700821,none,none
SRR16542538,mecA,none
SRR5887169,none,none
ERR957883,mecA,none
SRR8399100,mecA,none
SRR12472445,none,none
SRR5250642,none,none
ERR8288582,none,none
SRR12472937,none,none
SRR10906041,mecA,none
ERR1592163,none,none
ERR163598,mecA,none
SRR10126943,mecA,none
ERR5194820,none,none
SRR2054006,none,none
SRR13174220,none,none
ERR3938543,none,none
SRR5250175,none,none
ERR223126,mecA,none
SRR5251389,mecA,none
ERR230285,mecA,none
SRR11612791,mecA,none
SRR5250056,none,none
SRR8872479,none,none
SRR8389115,none,none
SRR8278168,mecA,none
ERR7162624,none,none
ERR593160,mecA,none
ERR7162559,none,none
SRR10905832,mecA,none
ERR118491,mecA,none
SRR5250331,none,none
SRR11526823,mecA,none
SRR6171554,none,none
ERR3623875,mecA,none
ERR1577211,mecC,none
SRR12649606,none,none
SRR3729324,none,none
ERR118504,mecA,none
ERR3498911,mecA,none
SRR13967118,none,none
ERR118534,mecA,none
ERR158796,mecA,none
SRR5909154,mecA,none
SRR13967947,none,none
ERR1943733,none,none
ERR3623749,mecA,none
SRR15460660,mecA,none
SRR10259426,mecA,none
SRR3730576,none,none
SRR3729376,mecA,none
SRR12079111,none,none
ERR4911861,none,none
SRR14289799,none,none
DRR123136,mecA,none
ERR8711269,mecA,none
SRR13966874,none,none
ERR1143341,none,none
SRR12079070,none,none
SRR7653516,mecA,none
ERR1195899,mecA,none
ERR5984883,mecA,none
SRR14673261,mecA,none
SRR11567620,mecA,none
SRR5909178,mecA,none
ERR235031,mecA,none
ERR114881,none,none
ERR3991183,mecA,none
ERR1040741,mecA,none
SRR14673319,mecA,none
SRR7867454,mecA,none
SRR7653502,mecA,none
SRR1014724,mecA,none
SRR8389003,none,none
SRR15460685,mecA,none
SRR6938324,mecA,none
SRR14291834,none,none
SRR13827625,mecA,none
SRR8712565,mecA,none
ERR118587,mecA,none
SRR1301186,mecA,none
ERR118436,mecA,none
SRR10524178,none,none
SRR6053714,mecA,none
SRR7839747,mecA,none
ERR118460,mecA,none
ERR177218,mecA,none
ERR1592186,none,none
SRR11109872,mecA,none
SRR11364555,mecA,none
SRR7748034,none,none
SRR6053592,mecA,none
ERR5442378,none,none
ERR2533710,mecA,none
ERR2309533,none,none
SRR5369550,mecA,none
SRR7983696,mecA,none
SRR5415278,mecA,none
SRR15460979,mecA,none
ERR2059713,mecA,none
SRR6332169,none,none
ERR1723901,mecA,none
SRR12079104,none,none
SRR7297574,mecA,none
SRR5250417,mecA,none
ERR3497915,mecA,none
ERR118499,mecA,none
SRR5714653,none,none
SRR13968646,none,none
SRR13995840,none,none
SRR12233449,mecA,none
ERR3012729,none,none
SRR5822160,mecA,none
ERR039398,none,none
ERR036047,mecA,none
SRR14291779,mecA,none
SRR13733159,mecA,none
ERR237693,mecA,none
ERR4015075,none,none
ERR134811,mecA,none
SRR6347075,none,none
ERR7162631,none,none
SRR13967163,none,none
SRR5160674,mecA,none
SRR3731451,mecA,none
SRR5226323,none,none
SRR3729306,none,none
SRR15461098,mecA,none
ERR4015015,none,none
ERR1699884,none,none
SRR12649594,mecA,none
SRR12000040,none,none
ERR1069901,none,none
SRR5029779,none,none
ERR2232589,mecA,none
SRR14673285,mecA,none
SRR1539649,none,none
SRR10717470,mecA,none
SRR5313884,none,none
SRR12473059,mecA,none
SRR5244863,mecA,none
SRR11526856,mecA,none
SRR11139247,mecA,none
ERR1769121,mecA,none
ERR1577236,mecC,none
SRR7840003,mecA,none
ERR3012722,none,none
ERR2059613,mecA,none
ERR1943730,mecA,none
SRR12472622,mecA,none
SRR5369717,mecA,none
ERR1753408,none,none
DRR123143,mecA,none
ERR1195888,mecA,none
SRR14017112,none,none
SRR3194913,mecA,none
SRR8733538,mecA,none
SRR13968752,none,none
ERR302800,mecA,none
ERR2533539,mecA,none
SRR5909218,mecA,none
SRR3730590,none,none
SRR13995598,none,none
ERR330938,mecA,none
DRR123123,mecA,none
SRR7867567,mecA,none
SRR11109883,mecA,none
SRR5226503,none,none
SRR8810563,mecA,none
ERR485547,mecA,none
SRR13995538,none,none
SRR12952184,none,none
SRR15275027,none,none
SRR13825820,mecA,none
SRR13967215,none,none
ERR163489,mecA,none
SRR5250447,none,none
ERR7162643,none,none
SRR12079158,none,none
ERR353008,mecA,none
ERR505381,none,none
SRR13967376,none,none
SRR5251277,none,none
ERR505352,mecA,none
SRR13967230,none,none
SRR3194878,mecA,none
ERR2072578,mecA,none
SRR14571308,mecA,none
SRR12473069,none,none
ERR134678,mecA,none
SRR5369688,none,none
SRR12586716,none,none
SRR5250260,none,none
ERR5055817,none,none
SRR7867487,none,none
SRR8872555,mecA,none
ERR3148136,none,none
SRR3194906,mecA,none
ERR158802,mecA,none
ERR4656784,none,none
ERR2525270,mecA,none
SRR12649575,mecA,none
SRR14017040,none,none
ERR1943848,none,none
SRR17789674,none,none
ERR3991175,mecA,none
SRR10179184,mecA,none
SRR10364850,mecA,none
SRR13968070,none,none
ERR358021,mecA,none
SRR3731677,mecA,none
SRR12701074,mecA,none
SRR9046750,mecA,none
ERR118585,mecA,none
ERR118547,mecA,none
ERR2072510,mecA,none
SRR10179174,mecA,none
ERR1904009,none,none
SRR10906032,mecA,none
SRR6484363,mecA,none
SRR9700808,mecA,none
SRR12960628,none,none
SRR17118722,mecA,none
SRR15461028,mecA,none
ERR064920,mecA,none
SRR8389113,none,none
SRR12472595,mecA,none
SRR13967510,none,none
SRR5250644,none,none
SRR5369715,mecA,none
ERR1715403,mecA,none
SRR10393760,mecA,none
SRR14016799,none,none
SRR13825570,mecA,none
ERR2232591,mecA,none
ERR358020,mecA,none
ERR158998,mecA,none
SRR3731913,none,none
SRR12979398,none,none
SRR14016955,none,none
ERR134872,none,none
ERR593222,mecA,none
SRR7031274,mecA,none
ERR4692257,none,none
ERR1715511,mecA,none
SRR14319680,none,none
ERR3012703,none,none
ERR381013,mecA,none
ERR1904084,none,none
SRR5369622,none,none
ERR302784,mecA,none
SRR11016278,mecA,none
SRR6332151,none,none
SRR5250269,none,none
ERR137328,mecA,none
SRR12124570,mecA,none
SRR10178933,mecA,none
ERR118446,mecA,none
ERR1715450,mecA,none
SRR12980225,none,none
SRR13174297,none,none
ERR246611,none,none
SRR15827518,mecA,none
SRR12472696,mecA,none
SRR12078828,none,none
SRR7839565,mecA,none
SRR13967138,mecA,none
SRR3418776,mecA,none
SRR3731646,none,none
ERR2533497,mecA,none
SRR15827525,mecA,none
SRR7983651,mecA,none
ERR2533759,mecA,none
ERR3938613,none,none
ERR4626399,mecA,none
SRR14017181,none,none
SRR7839753,mecA,none
ERR1753474,none,none
SRR7297590,mecA,none
ERR4911879,none,none
SRR15461061,mecA,none
SRR11787441,none,none
ERR353179,mecA,none
ERR3623704,mecA,none
ERR234950,mecA,none
SRR10907056,none,none
SRR12952304,none,none
ERR2309589,mecA,none
ERR2525248,mecA,none
ERR5442385,none,none
ERR5052551,mecA,none
SRR13968330,none,none
ERR163693,mecA,none
SRR3728723,none,none
ERR1201313,none,none
ERR172086,none,none
ERR1050515,mecA,none
ERR134340,none,none
SRR11997616,none,none
SRR14291786,none,none
SRR10393698,mecA,none
ERR2137189,mecA,none
ERR4911871,none,none
SRR13995849,none,none
SRR14673349,mecA,none
ERR3938571,none,none
ERR234934,mecA,none
ERR2059715,mecA,none
SRR8422724,mecA,none
ERR1592271,none,none
SRR13298020,none,none
SRR5202254,mecA,none
ERR114896,mecC,none
ERR1712347,mecA,none
ERR1197463,mecA,none
SRR14301253,mecA,none
SRR18339446,none,none
ERR2072403,mecA,none
SRR3728950,none,none
SRR5250180,none,none
ERR3494941,mecA,none
SRR12980320,none,none
SRR12473029,mecA,none
SRR13174271,none,none
ERR1227392,mecA,none
SRR13174217,none,none
SRR13967594,none,none
SRR12333124,none,none
SRR12078993,none,none
ERR2533631,mecA,none
SRR13967606,mecA,none
SRR1786256,none,none
SRR5250667,none,none
SRR11196760,mecA,none
SRR1169551,none,none
SRR14673782,mecA,none
SRR12881649,mecA,none
SRR3728418,none,none
SRR8810553,mecA,none
SRR13450702,none,none
SRR3730686,none,none
ERR3494981,mecA,none
ERR598731,mecA,none
ERR1723950,mecA,none
SRR14016873,none,none
ERR1041181,mecA,none
SRR5250747,none,none
SRR5250216,none,none
ERR1592331,mecA,none
ERR4911911,none,none
SRR13968495,none,none
SRR12333107,mecA,none
SRR5486290,none,none
ERR2145265,mecA,none
ERR1143430,none,none
DRR237265,mecA,none
SRR3419130,mecA,none
ERR086111,mecA,none
SRR647388,mecA,none
SRR17789645,none,none
SRR5226456,none,none
SRR3418909,mecA,none
SRR12472862,none,none
ERR044581,mecA,none
SRR10393828,mecA,none
ERR053043,mecA,none
SRR15460507,mecA,none
SRR13061299,none,none
ERR1213733,none,none
SRR8389008,mecA,none
SRR8437954,none,none
SRR12344209,mecA,none
SRR12079033,none,none
ERR1040916,mecA,none
SRR5249852,none,none
ERR2059769,mecA,none
ERR1197188,mecA,none
ERR1591746,none,none
SRR2171475,none,none
ERR3012771,none,none
SRR9700806,mecA,none
SRR5250293,none,none
SRR6938625,mecA,none
SRR14866267,none,none
SRR10842773,mecA,none
SRR15041149,mecA,none
ERR1675791,none,none
ERR3494371,mecA,none
SRR7764578,mecA,none
SRR14673637,mecA,none
SRR12078893,none,none
ERR3148106,none,none
SRR16074783,none,none
ERR4900004,mecA,none
ERR1197237,mecA,none
ERR2276446,mecA,none
SRR3728439,none,none
SRR10842788,mecA,none
SRR13996051,none,none
SRR8872484,mecA,none
SRR5250612,none,none
SRR6347184,none,none
SRR2054049,none,none
SRR8872537,none,none
ERR3397402,none,none
SRR13194795,mecA,none
SRR13967186,none,none
ERR177201,mecA,none
SRR3731784,none,none
ERR1143511,none,none
SRR6346886,mecA,none
SRR13967235,mecA,none
SRR12952222,mecA,none
ERR1904210,none,none
ERR4911660,none,none
SRR7764589,mecA,none
SRR17651511,mecA,none
SRR13968154,none,none
SRR13967529,none,none
ERR134779,mecA,none
ERR134382,mecA,none
SRR5250280,none,none
SRR917637,mecA,none
SRR12960657,none,none
ERR4656768,none,none
SRR7297405,mecA,none
ERR330965,mecA,none
SRR15460735,mecA,none
SRR10038396,mecA,none
ERR1699957,none,none
ERR118339,mecA,none
ERR235040,mecA,none
SRR12586784,mecA,none
SRR12233416,mecA,none
ERR3498246,mecA,none
SRR13995513,none,none
SRR10038407,mecA,none
SRR12649597,none,none
SRR6938372,none,none
ERR2059577,mecA,none
ERR053033,mecA,none
SRR5407858,mecA,none
SRR11526835,mecA,none
ERR4845737,mecA,none
SRR10179067,mecA,none
ERR1753482,none,none
ERR1040972,mecA,none
SRR14017050,none,none
SRR14319672,mecA,none
ERR4014963,none,none
ERR3623876,mecA,none
SRR15602553,mecA,none
ERR230291,mecA,none
SRR5313895,mecA,none
ERR2309530,none,none
SRR13968612,none,none
ERR129323,mecA,none
SRR14291748,none,none
ERR4911839,none,none
SRR17789868,none,none
ERR7681414,none,none
DRR123113,mecA,none
SRR6347192,none,none
ERR124445,mecA,none
SRR13194648,mecA,none
SRR6171578,none,none
SRR5244949,mecA,none
SRR1178221,mecA,none
SRR5100328,mecA,none
ERR1699978,none,none
SRR2053870,none,none
SRR5250509,none,none
SRR13803514,mecA,none
SRR13967691,none,none
ERR1891863,mecA,none
ERR2533634,mecA,none
ERR2505595,none,none
ERR957826,mecA,none
SRR13967703,none,none
ERR2072599,mecA,none
SRR7297159,mecA,none
SRR7297542,mecA,none
SRR11612768,mecA,none
ERR357994,mecA,none
SRR13481110,mecA,none
SRR6938441,none,none
SRR15323678,none,none
ERR118573,mecA,none
ERR124447,mecA,none
ERR2525301,mecA,none
ERR159014,mecA,none
SRR5887025,none,none
ERR4014754,none,none
SRR12952291,mecA,none
ERR235059,mecA,none
SRR10717527,mecA,none
ERR1891894,mecA,none
ERR3148143,none,none
SRR10717278,mecA,none
SRR3730922,none,none
SRR14673633,mecA,none
SRR15460478,mecA,none
SRR1539697,none,none
SRR13967559,none,none
SRR14017280,none,none
SRR10717399,mecA,none
ERR3623822,mecA,none
SRR5250680,mecA,none
SRR13733364,mecA,none
ERR1070106,none,none
SRR16542163,mecA,none
SRR13968585,none,none
SRR12001051,none,none
SRR10717398,mecA,none
ERR485581,mecA,none
SRR16542481,mecA,none
ERR1143381,none,none
ERR485371,mecA,none
SRR12472570,none,none
SRR10393796,mecA,none
ERR134619,mecA,none
SRR3419063,mecA,none
SRR3730605,none,none
ERR4911750,none,none
SRR5250754,mecA,none
SRR12586790,mecA,none
SRR12568950,mecA,none
SRR8278164,mecA,none
SRR7867434,mecA,none
SRR7296844,mecA,none
SRR7839457,mecA,none
ERR1040943,mecA,none
ERR118496,mecA,none
SRR13966899,none,none
SRR8984573,mecA,none
SRR11850309,none,none
SRR12472683,none,none
SRR17952354,mecA,none
SRR3731559,none,none
SRR3730787,none,none
SRR12333099,none,none
SRR2962710,mecA,none
ERR4900011,none,none
SRR14571311,none,none
SRR13995562,none,none
SRR13967916,none,none
DRR123140,mecA,none
SRR9700777,none,none
SRR5249838,mecA,none
SRR5250344,none,none
SRR13827630,mecA,none
SRR1177937,mecA,none
ERR4845650,none,none
ERR1943766,mecA,none
SRR3730818,none,none
SRR643113,mecA,none
SRR4039793,none,none
SRR3728750,none,none
SRR11318245,none,none
SRR13968401,none,none
SRR10127083,mecA,none
SRR7867453,mecA,none
SRR917618,mecA,none
ERR2533480,mecA,none
ERR1069827,none,none
SRR5369642,none,none
ERR223138,mecA,none
SRR16542377,mecA,none
SRR18339353,none,none
ERR1891798,mecA,none
ERR124479,mecA,none
SRR8365206,mecA,none
ERR4911939,none,none
SRR13967626,none,none
ERR5056027,mecA,none
ERR3498941,mecA,none
ERR246655,none,none
SRR5146200,mecA,none
ERR358113,mecA,none
SRR1786280,none,none
SRR5887058,none,none
SRR13968662,none,none
SRR13450681,none,none
SRR7407862,none,none
ERR485204,mecA,none
SRR7297243,mecA,none
SRR7983704,mecA,none
SRR13968352,none,none
SRR3730863,none,none
SRR15460461,mecA,none
ERR593827,mecA,none
ERR2059588,mecA,none
ERR084514,mecA,none
SRR10127074,mecA,none
ERR107862,mecA,none
SRR7825588,mecA,none
SRR12472452,none,none
ERR134406,mecA,none
SRR5250775,none,none
SRR15460803,mecA,none
ERR360266,mecA,none
ERR594272,mecA,none
ERR4899861,mecA,none
SRR11139263,mecA,none
SRR5251401,none,none
SRR7983638,mecA,none
SRR13450673,none,none
SRR7653491,mecA,none
ERR4899865,mecA,none
SRR8809814,mecA,none
ERR3498233,mecA,none
SRR13966979,none,none
ERR4017503,none,none
SRR3730833,none,none
SRR5909267,mecA,none
SRR11850436,mecA,none
ERR5055886,none,none
SRR3418781,mecA,none
SRR3418910,mecA,none
SRR2053987,none,none
SRR5250456,none,none
SRR5926171,mecA,none
SRR7839727,mecA,none
SRR8389013,none,none
SRR3728534,none,none
SRR15460699,mecA,none
SRR8872600,none,none
SRR12233368,mecA,none
ERR2506354,mecA,none
SRR14933515,none,none
SRR13174312,none,none
ERR163710,mecA,none
ERR1195948,mecC,none
ERR4662275,none,none
SRR18339514,none,none
SRR13968358,none,none
SRR13966895,none,none
SRR12586683,none,none
ERR4626406,mecA,none
SRR16542563,mecA,none
SRR8389107,none,none
SRR13967800,none,none
SRR12960691,mecA,none
SRR7825589,mecA,none
ERR172047,none,none
ERR7162663,none,none
ERR302734,mecA,none
SRR11016774,mecA,none
SRR13967961,mecA,none
SRR7905734,mecA,none
SRR10393602,mecA,none
ERR4899881,none,none
ERR1943777,mecA,none
SRR6347299,none,none
ERR5442467,none,none
SRR8399200,mecA,none
ERR134621,mecA,none
ERR1769151,mecA,none
SRR13967656,mecA,none
SRR13968429,none,none
SRR5250042,none,none
SRR3730853,none,none
SRR3418756,mecA,none
ERR3012711,none,none
SRR5250534,none,none
SRR13481109,mecA,none
SRR13966973,none,none
ERR517372,mecA,none
SRR11364553,mecA,none
SRR10179225,mecA,none
SRR15460784,mecA,none
SRR3730866,none,none
ERR1723870,mecA,none
SRR1177903,mecA,none
SRR13174266,none,none
DRR128211,mecA,none
ERR1715449,mecA,none
SRR12472658,mecA,none
ERR235008,mecA,none
SRR5251412,mecA,none
ERR234921,mecA,none
SRR7839627,mecA,none
ERR1213806,none,none
ERR053039,mecA,none
SRR7840086,mecA,none
SRR15460789,mecA,none
SRR11016252,mecA,none
SRR11016256,mecA,none
SRR15460550,mecA,none
SRR14017244,none,none
ERR2137208,mecA,none
ERR1195822,mecA,none
ERR1040799,mecA,none
SRR14862033,mecA,none
ERR3623753,mecA,none
ERR4911880,none,none
SRR13827622,mecA,none
SRR10906014,mecA,none
SRR3731741,none,none
ERR1943775,none,none
ERR7434437,mecA,none
SRR5250472,none,none
SRR5250026,none,none
ERR5432477,mecA,none
SRR13968362,none,none
SRR4359743,none,none
SRR14016723,none,none
SRR12979885,none,none
SRR3418691,mecA,none
ERR234902,mecA,none
SRR8389056,mecA,none
SRR15274992,none,none
ERR353162,mecA,none
SRR7825276,mecA,none
SRR13733171,mecA,none
ERR158678,mecA,none
SRR3729253,none,none
SRR6347138,none,none
ERR3494931,mecA,none
SRR10102401,mecA,none
SRR5226342,none,none
SRR13967869,none,none
SRR15041176,mecA,none
SRR12078959,mecA,none
ERR1201335,mecA,none
ERR3623623,mecA,none
SRR13967723,none,none
ERR1213767,none,none
SRR12079133,mecA,none
ERR2072435,mecA,none
SRR6053609,mecA,none
SRR16074830,none,none
ERR4845674,none,none
ERR134388,mecA,none
SRR15460762,mecA,none
ERR3623799,mecA,none
SRR11612801,mecA,none
ERR134837,mecA,none
ERR2525245,mecA,none
ERR4845780,mecA,none
SRR15460839,mecA,none
SRR13967579,none,none
ERR496921,mecA,none
SRR917624,mecA,none
ERR2533548,mecA,none
SRR1301191,mecA,none
ERR084548,mecA,none
ERR4656795,none,none
SRR7653529,mecA,none
SRR13968364,mecA,none
ERR7162583,none,none
ERR2505562,none,none
SRR5415373,mecA,none
ERR1069825,none,none
ERR485259,mecA,none
SRR10393818,mecA,none
ERR1769077,mecA,none
SRR6053717,mecA,none
ERR246606,none,none
SRR9700826,mecA,none
SRR12472841,mecA,none
SRR3731445,none,none
SRR5054943,none,none
ERR172034,none,none
ERR1592222,none,none
SRR12472952,mecA,none
SRR8872494,none,none
ERR036000,mecA,none
SRR15274994,none,none
SRR7825302,mecA,none
ERR1592289,mecA,none
ERR4911918,none,none
SRR8278159,mecA,none
SRR13803423,mecA,none
ERR4626561,mecA,none
ERR2059801,mecA,none
ERR134841,mecA,none
ERR1577198,mecC,none
ERR223128,mecA,none
ERR177188,mecA,none
ERR9130993,mecA,none
SRR13481089,mecA,none
SRR14119034,mecA,none
SRR3731900,none,none
SRR13966798,none,none
ERR1069970,none,none
ERR023872,mecA,none
ERR593830,mecA,none
SRR16074844,none,none
SRR7840100,mecA,none
SRR6347231,none,none
SRR5251402,none,none
SRR13733179,mecA,none
SRR13966885,none,none
SRR11997574,none,none
SRR11187838,mecA,none
ERR1904103,none,none
SRR3728777,none,none
ERR1891860,mecA,none
SRR13733381,mecA,none
SRR3418460,mecA,none
SRR14016858,none,none
SRR3729004,none,none
SRR3730743,none,none
ERR039396,none,none
ERR1891814,mecA,none
SRR5054970,none,none
ERR237675,mecA,none
SRR3731772,none,none
ERR1904198,none,none
SRR13174278,none,none
ERR107832,mecA,none
ERR732899,mecA,none
ERR084497,mecA,none
SRR3730555,none,none
ERR3623845,mecA,none
ERR1143451,none,none
SRR10905496,none,none
SRR8074831,mecA,none
SRR5250554,none,none
SRR7867438,mecA,none
ERR156333,mecA,none
SRR13968580,none,none
ERR2780005,mecA,none
ERR2533510,mecA,none
ERR1943828,mecA,none
ERR352992,mecA,none
SRR4039796,none,none
ERR045052,mecA,none
SRR14936276,mecA,none
SRR8352245,mecA,none
ERR109658,none,none
SRR12980216,none,none
SRR13967410,none,none
ERR044586,mecA,none
ERR230341,mecA,none
ERR4014925,none,none
SRR5909220,mecA,none
SRR14933502,none,none
SRR5244908,none,none
ERR2505589,mecA,none
SRR17789903,none,none
ERR1143431,none,none
SRR5054962,none,none
ERR023867,mecA,none
ERR5083355,mecA,none
ERR2505567,none,none
ERR5055913,none,none
ERR302665,mecA,none
ERR4899923,none,none
ERR158718,mecA,none
SRR14016978,none,none
DRR123080,mecA,none
SRR6347057,none,none
ERR2118847,none,none
SRR3729008,mecA,none
SRR13803382,mecA,none
SRR6346869,mecA,none
ERR2505615,none,none
SRR13967513,none,none
ERR256887,mecA,none
SRR3729098,none,none
ERR4656769,none,none
SRR13995769,none,none
SRR17071271,mecA,none
SRR13967820,none,none
ERR118489,mecA,none
ERR1213750,none,none
ERR2506367,mecA,none
ERR2072366,mecA,none
SRR15460796,mecA,none
SRR14673247,mecA,none
ERR2232651,mecA,none
SRR10393811,mecA,none
SRR5250262,none,none
ERR2525289,mecA,none
ERR118498,mecA,none
SRR18339412,none,none
SRR1160386,mecA,none
ERR4911814,none,none
SRR14673762,mecA,none
SRR5250006,none,none
SRR513978,mecA,none
ERR1715456,mecA,none
DRR170707,mecA,none
ERR1040933,mecA,none
SRR16094613,mecA,none
SRR14017259,none,none
ERR084680,mecA,none
SRR14866167,mecA,none
ERR1041125,mecA,none
ERR1040949,mecA,none
SRR13967239,none,none
SRR5244789,mecA,none
SRR4359979,none,none
ERR1904142,none,none
SRR13967275,none,none
SRR6938576,mecA,none
ERR237669,mecA,none
ERR4656811,mecA,none
SRR3731835,none,none
ERR249315,mecA,none
SRR2053943,none,none
ERR4900025,none,none
SRR10906017,mecA,none
SRR12979886,none,none
ERR357911,mecA,none
ERR246602,none,none
ERR8098128,mecA,none
SRR13825690,mecA,none
ERR1069894,none,none
SRR2054020,none,none
SRR15461115,mecA,none
SRR3731799,mecA,none
SRR7747934,mecA,none
SRR3731742,none,none
SRR15041120,mecA,none
ERR1070041,none,none
SRR513959,mecA,none
SRR12472506,none,none
ERR1040977,mecA,none
SRR12124542,mecA,none
SRR7867570,mecA,none
ERR593121,mecA,none
ERR035989,mecA,none
ERR2137059,mecA,none
ERR1904134,none,none
ERR485483,mecA,none
ERR1069936,none,none
SRR5251314,none,none
SRR13825799,mecA,none
SRR13995779,none,none
SRR11187848,mecA,none
SRR6118089,none,none
SRR3730412,none,none
ERR517334,mecA,none
ERR4626631,none,none
ERR4013672,none,none
ERR4900005,mecA,none
SRR7748077,mecA,none
SRR15461075,mecA,none
SRR8278161,mecA,none
SRR6938427,mecA,none
ERR134365,mecA,none
ERR330980,mecA,none
SRR13968056,none,none
SRR3730803,mecA,none
ERR137340,mecA,none
ERR4656806,none,none
SRR5202225,mecA,none
ERR1891776,mecA,none
SRR15602568,none,none
ERR1723860,mecA,none
ERR302792,mecA,none
SRR2053882,mecA,none
SRR7867519,mecA,none
ERR5056031,mecA,none
SRR3728644,none,none
SRR8399161,mecA,none
SRR13298017,none,none
SRR3419104,mecA,none
ERR4626508,none,none
SRR6347095,none,none
SRR12952294,mecA,none
SRR17789940,none,none
SRR8389047,none,none
DRR123084,mecA,none
ERR1589255,none,none
SRR8984552,none,none
SRR17952321,mecA,none
ERR2533643,mecA,none
SRR13967382,none,none
SRR7747994,mecA,none
SRR513947,mecA,none
ERR7162696,none,none
ERR1201342,mecA,none
ERR2059600,none,none
SRR3730591,none,none
SRR7771804,none,none
ERR2506325,mecA,none
ERR593214,mecA,none
SRR3731875,none,none
SRR12344219,mecA,none
ERR1069909,none,none
SRR3730744,none,none
SRR15882869,none,none
DRR123150,mecA,none
ERR1891825,mecA,none
ERR593617,mecA,none
SRR6171559,none,none
ERR1904117,none,none
ERR4017536,none,none
SRR13803329,mecA,none
ERR2525331,mecA,none
ERR769124,mecA,none
SRR6347040,none,none
ERR1699879,none,none
SRR14291804,none,none
ERR6848214,none,none
ERR302763,mecA,none
SRR3728756,mecA,none
SRR18339534,none,none
SRR13967610,none,none
SRR10038363,none,none
ERR1903978,none,none
SRR3728517,none,none
SRR7867497,mecA,none
SRR6347327,mecA,none
SRR8872556,none,none
ERR496851,mecA,none
SRR13995788,none,none
ERR2533474,mecA,none
SRR4019418,mecA,none
SRR8385987,none,none
SRR13968273,none,none
ERR3991166,mecA,none
ERR2072354,mecA,none
SRR1178232,mecA,none
SRR3418959,mecA,none
ERR2232624,mecA,none
ERR4015056,none,none
SRR5251356,none,none
SRR5381888,none,none
ERR2232677,mecA,none
SRR3418938,mecA,none
SRR14291816,none,none
SRR3728371,none,none
SRR5486319,none,none
SRR5251324,none,none
ERR302705,mecA,none
SRR9647734,mecA,none
SRR3729365,none,none
SRR13967497,none,none
ERR2533603,mecA,none
ERR1904096,none,none
ERR4911838,none,none
ERR2137440,mecA,none
ERR234963,mecA,none
SRR5244871,mecA,none
ERR357972,mecA,none
ERR111068,mecA,none
SRR14723441,none,none
SRR5244837,mecA,none
SRR12960653,none,none
SRR5226444,none,none
SRR12586693,mecA,none
SRR3728938,mecA,none
SRR10127069,mecA,none
SRR17952393,mecA,none
ERR1592216,mecA,none
SRR15461097,mecA,none
SRR5146204,mecA,none
ERR1143392,none,none
ERR163554,mecA,none
SRR4360162,none,none
ERR358128,mecA,none
ERR107813,mecA,none
SRR6938318,mecA,none
SRR8074810,mecA,none
SRR6347242,none,none
SRR8389021,none,none
ERR237657,mecA,none
ERR2525344,mecA,none
ERR1715444,mecA,none
ERR1715424,mecA,none
ERR118388,mecA,none
SRR12079083,none,none
SRR3730727,none,none
SRR3731844,none,none
ERR1769136,mecA,none
ERR5055724,none,none
SRR12960695,none,none
ERR4626432,none,none
ERR1070068,none,none
ERR3623898,mecA,none
SRR15460755,mecA,none
SRR14673616,mecA,none
SRR17789792,none,none
SRR15460490,mecA,none
ERR2525314,mecA,none
ERR107888,mecA,none
SRR7747949,mecA,none
SRR17789796,none,none
SRR9734221,mecA,none
SRR14016861,none,none
SRR5415342,mecA,none
ERR5052513,none,none
SRR13967825,none,none
ERR129260,mecA,none
SRR12079042,none,none
SRR10905584,mecA,none
ERR594278,mecA,none
SRR12972262,none,none
SRR14016775,none,none
SRR7983724,none,none
SRR11850428,none,none
SRR8733601,mecA,none
ERR3093794,none,none
SRR12586734,mecA,none
SRR11364540,mecA,none
SRR2053884,none,none
ERR2868321,mecA,none
SRR17789856,none,none
SRR12233563,mecA,none
SRR7839918,mecA,none
SRR1162381,mecA,none
SRR3418770,mecA,none
SRR13968593,none,none
SRR3728621,none,none
SRR1655286,mecA,none
ERR485587,mecA,none
ERR1197198,mecA,none
SRR7297543,mecA,none
SRR3194889,mecA,none
ERR517347,mecA,none
SRR14216079,none,none
